Date,"Record Number","Record Type",Address,Description,"Permit Name",Status,"Short Notes",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
11/22/2021,BB-202108165,"Residential New","1081 KIPLING ST SE, ATLANTA GA 30315","NEW CONSTRUCTION OF SFH. 1 STORY WOOD FRAMED STRUCTURE ON CINDER BLOCK FOUNDATION WITH FIBER CEMENT SIDING AND ASPHALT SHINGLES.","1081 KIPLING ST. NSF",Accepted,,33.701739,-84.35183,1,rooftop,1081,"Kipling St SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/22/2021,BB-202108163,"Residential New","633 MCGRUDER ST NE, ATLANTA GA 30312","NEW CONSTRUCTION","MCGRUDER ST","Routed for Review",,33.758332,-84.366514,1,rooftop,633,"McGruder St NE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
11/19/2021,BB-202108161,"Residential New","200 MELLRICH AVE NE, ATLANTA GA 30317","Build 2 story single family 3200 SQF",NSF,Posted,,33.758278,-84.313107,1,rooftop,200,"Mellrich Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
11/19/2021,BB-202108158,"Residential New","250 MARTHA AVE NE, ATLANTA GA 30317","Build 2 story single family 3600 SQF",NSF,"Routed for Review",,33.759718,-84.314102,1,rooftop,250,"Martha Ave NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
11/19/2021,BB-202108154,"Residential New","581 ENGLISH AVE NW, ATLANTA GA 30318","New SF home and New Drive way","Jackson Residence NSF",Accepted,,33.770581,-84.413216,1,rooftop,581,"English Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/19/2021,BB-202108153,"Residential New","1047 FORTRESS AVE SW, ATLANTA GA 30315","New 2 story single family residence with front porch and rear deck.","Atlanta Neighborhood Development Partnership NSF",Posted,,33.726101,-84.394681,1,rooftop,1047,"Fortress Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/19/2021,BB-202108145,"Residential New","2304 HERRING RD SW, ATLANTA GA 30311","BUILD A NEW CONSTRUCTIONSINGLE FAMILY RESIDENTIAL HOME.","JC EZ CONSTRUCTION LLC NSF",Accepted,,33.726578,-84.46276,1,rooftop,2304,"Herring Rd SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
11/18/2021,BB-202108096,"Residential New","1990 DREW DR NW, ATLANTA GA 30318","CONSTRUCTION OF A NSFH WITH ATTACHED GARAGELD 201300025","WEST HIGHLANDS 648","Routed for Review",,33.792938,-84.454455,1,rooftop,1990,"Drew Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/17/2021,BB-202108069,"Residential New","952 SIMS ST SW, ATLANTA GA 30310","New house construction and detached garage w/ ADU","Kabtimer NSF",Accepted,,33.728924,-84.402951,1,rooftop,952,"Sims St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/17/2021,BB-202108068,"Residential New","2367 LAKEWOOD AVE SW, ATLANTA GA 30315","New construction Single family home","GPCUBE Investments LLC NSF","Routed for Review",,33.697428,-84.396446,1,rooftop,2367,"Lakewood Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/17/2021,BB-202108065,"Residential New","730 SOUTH GRAND AVE NW, ATLANTA GA 30318","Single family house with front porch with rear patio","New Single Family",Posted,,33.774972,-84.463024,1,rooftop,730,"S Grand Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/16/2021,BB-202108077,"Residential New","2367 SUMMIT AVE NW, ATLANTA GA 30318","NEW CONSTRUCTION, FRONT PORCH AND DECK ON BASEMENT FOUNDATION","SUMMIT NEW HOME",Posted,,33.78398,-84.465629,1,rooftop,2367,"Summit Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/16/2021,BB-202108062,"Residential New","703 MOORES MILL RD NW, ATLANTA GA 30327","CONSTRUCTION SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE","Primrose Cottage Lot 1",Posted,,33.843297,-84.410958,1,rooftop,703,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/16/2021,BB-202108048,"Residential New","1237 ATLANTIC DR NW, ATLANTA GA 30318","New Home with front porch and rear covered deck on a Vacant Lot","NEW SINGLE FAMILY RESIDENCE",Posted,,33.788633,-84.397365,1,rooftop,1237,"Atlantic Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/16/2021,BB-202108046,"Residential New","223 TENNESSEE AVE SW, ATLANTA GA 30315","New Construction- single family residence","Walker Holdings PDV, LLC- NSF",Accepted,,33.734254,-84.395185,1,range_interpolation,223,"Tennessee Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"TIGER/Line® dataset from the US Census Bureau"
11/16/2021,BB-202108033,"Residential New","2652 BROWN ST NW, ATLANTA GA 30318","SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PORCH ON BASEMENT FOUNDATION",NSF,Posted,,33.782348,-84.475053,1,rooftop,2652,"Brown St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/16/2021,BB-202108023,"Residential New","1956 JAMES RED MOORE BLVD NW, ATLANTA GA 30318","CONSTRUCTION OF A SINGLE FAMILY HOME, WITH ATTACHED GARAGE AND PAVED DRIVEWAY.LD-201300025-WEST HIGHLANDS, PHASE 2, SECTION 2  - FINISHED SF       1944                                                                                                  -UNFINISHED SF    407                                                                                                                                 2351",NSF,"Routed for Review",,33.794182,-84.453685,1,rooftop,1956,"James Red Moore Blvd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/16/2021,BB-202108020,"Residential New","969 PARSONS ST SW, ATLANTA GA 30314","ERECT NEW SINGLE FAMILY PER SAP-21-047 (APPROVED 10/21/21)","New Construction","Routed for Review",,33.751306,-84.419283,1,rooftop,969,"Parsons St SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/15/2021,BB-202107999,"Residential New","695 MOORES MILL RD NW, ATLANTA GA 30327","NEW SFR WITH 2 CAR GARAGE",NSF,Posted,,33.843349,-84.410368,0.95,range_interpolation,695,"Moores Mill Rd",,,Atlanta,GA,"Fulton County",30327,US,"TIGER/Line® dataset from the US Census Bureau"
11/15/2021,BB-202107997,"Residential New","687 MOORES MILL RD NW, ATLANTA GA 30327","NEW SFR WITH 2 CAR GARAGE",NSF,"Denied Plan Revisions Required",,33.843719,-84.410297,1,rooftop,687,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/15/2021,BB-202107994,"Residential New","679 MOORES MILL RD NW, ATLANTA GA 30327","NEW SFR WITH 2 CAR GARAGE","NSF RESIDENCE",Posted,,33.843837,-84.410036,1,rooftop,679,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/15/2021,BB-202107988,"Residential New","2372 ST JAMES DR NW, ATLANTA GA 30318","NEW 2 STORY SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PATIO","New Single Family",Accepted,,33.785064,-84.466255,1,rooftop,2372,"St James Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/15/2021,BB-202107979,"Residential New","818 FLAT SHOALS WAY SE, ATLANTA GA 30316","NEW CONSTRUCTION:2500 SQFT, 4 BEDROOMS, 2.5 BATHROOMS, 2 CAR GARAGE./ INCLUDES SIDEWALK INSTALL (SCOPE updated 12.10.2021)","818 FLAT SHOALS WAY  NSF","Routed for Review",,33.732044,-84.331491,1,rooftop,818,"Flat Shoals Way SE",,,Atlanta,GA,"Dekalb County",30316,US,"City of Atlanta"
11/15/2021,BB-202107968,"Residential New","1151 ARLINGTON AVE SW, ATLANTA GA 30310","NEW SINGLE FAMILY","1151 Arlington Ave  (CA3-21-035)",Accepted,,33.72525,-84.425512,1,rooftop,1151,"Arlington Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/15/2021,BB-202107965,"Residential New","951 DELMAR AVE SE, ATLANTA GA 30316","BUILD NEW SFR","951 DELMAR NSFR","Routed for Review",,33.731787,-84.356653,1,rooftop,951,"Delmar Ave SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
11/15/2021,BB-202107964,"Residential New","2080 TIMBALL RD NW, ATLANTA GA 30318","NEW 3-STORY SINGLE FAMILY DETACHED DWELLING.  TYPE VB CONSTRUCTION R-3, 4 BED ROOMS/4.5 BATHS.",NSF,"Routed for Review",,33.813099,-84.423429,1,rooftop,2080,"Timbale Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/15/2021,BB-202107962,"Residential New","257 TIGER FLOWERS CIR NW, ATLANTA GA 30314","NEW CONSTRUCTION OF A 3/2.5 SFR ON BASEMENT & CRAWLSPACE, W/2 CAR GARAGE, FRONT PORCH AND REAR COVERED DECK.","257 TIGER FLOWERS DR. NSF",Accepted,,33.761302,-84.457043,1,rooftop,257,"Tiger Flowers Cir NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/12/2021,BB-202107934,"Residential New","570 THURMOND ST NW, ATLANTA GA 30314","NEW DUPLEX ON EXISTING FOUNDATION","570 THURMOND ST.NSF/ DUPLEX",Accepted,,33.761034,-84.406119,1,rooftop,570,"Thurmond St NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
11/12/2021,BB-202107913,"Residential New","37 WYMAN ST NE, ATLANTA GA 30317","Construct new house with porches, deck, detached garage/guest house, driveway, and sidewalk.","WYMAN NSFR","Routed for Review",,33.754522,-84.332738,1,rooftop,37,"Wyman St NE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
11/11/2021,BB-202107912,"Residential New","132 HILLSIDE AVE SE, ATLANTA GA 30315","NEW TWO STORY HOUSE","BELLARD NEW SINGLE FAMILY",Accepted,,33.704264,-84.383761,1,rooftop,132,"Hillside Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/10/2021,BB-202107880,"Residential New","551 LYNHURST DR SW, ATLANTA GA 30311","NEW CONSTRUCTION 2 STORY WITH UNFINISHED BASEMENT, 3-CARGARAGE, DECK AND FRONT PORCH. WORK INCLUDES ASSOCIATEDFRAMING, ELECTRICAL, PLUMBING, AND MECHANICAL.",NSF,Posted,,33.7402,-84.491725,1,rooftop,551,"Lynhurst Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
11/10/2021,BB-202107862,"Residential New","100 PARK AVE SE, ATLANTA GA 30315","NEW BUILD, 3 STORY HOUSE","100 PARK NSF",Accepted,,33.71171,-84.385944,1,rooftop,100,"Park Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/10/2021,BB-202107861,"Residential New","1192 SHORE DR SW, ATLANTA GA 30311","2100 SQFT. RESIDENTIAL HOME WITH BASEMENT BEING CONSTRUCTED","1192 SHORE DR NSF",Posted,,33.723243,-84.481717,1,rooftop,1192,"Shore Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
11/10/2021,BB-202107856,"Residential New","39 PARK AVE SE, ATLANTA GA 30315","New two story single family house with front and rear porch12-9-21_CONDITIONAL PLACARD REMOVAL_JBENTLEY","Fortas Homes NSF","Routed for Review",,33.712384,-84.38415,1,rooftop,39,"Park Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/10/2021,BB-202107855,"Residential New","142 PARK AVE SE, ATLANTA GA 30315","New two story single family house with front and rear porch","Fortas Homes NSF",Posted,,33.711717,-84.387782,1,rooftop,142,"Park Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/10/2021,BB-202107853,"Residential New","96 PARK AVE SE, ATLANTA GA 30315","BUILD NEW TWO STORY HOUSE","NEW TWO STORY HOUSE",Accepted,,33.711716,-84.38578,1,rooftop,96,"Park Ave SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/09/2021,BB-202107823,"Residential New","882 WOODMERE DR NW, ATLANTA GA 30318","BUILDING FOR A NEW SINGLE-FAMILY RESIDENTIAL 2-STORY CRAWLSPACE HOUSE WITH 4 BEDROOMS, 3 BATHROOMS, FRONT PORCH, GARAGE AND BACK PATIO IN ACCORDANCE WITH R-3A SPECIFICATIONS.",NSF,Accepted,,33.77934,-84.485584,1,rooftop,882,"Woodmere Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/08/2021,BB-202107779,"Residential New","2428 BAKER RD NW, ATLANTA GA 30318","Construct new single family home","Parr Homes LLC NSF",Accepted,,33.769254,-84.467289,1,rooftop,2428,"Baker Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/05/2021,BB-202107758,"Residential New","627 GRANT ST SE, ATLANTA GA 30312","Construct new single family residence with basement. Includes a detached garage at basement level with gazebo above on main level. Gazebo connected to house by a breezeway. note: UDC approval has been obtained. CA3-20-344.","Reagan Residence NSF",Accepted,,33.73753,-84.376789,1,rooftop,627,"Grant St SE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
11/04/2021,BB-202107827,"Residential New","2481 WARREN RD NW, ATLANTA GA 30318","NEW SINGLE FAMILY ON EXISTING FOUNDATION INCULDING POUCH AND DRIVEWAY","WARREN NEW SINGLE FAMILY",Accepted,,33.823509,-84.445677,1,rooftop,2481,"Warren Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/04/2021,BB-202107726,"Residential New","649 HOME AVE SE, ATLANTA GA 30312","NEW DUPLEX","GUS POUND HOMES-NEW DUPLEX","Routed for Review",,33.729136,-84.366853,1,rooftop,649,"Home Ave SE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
11/03/2021,BB-202107699,"Residential New","658 WEST VALLEY CT NW, ATLANTA GA 30327","NSF two story/5 bedrooms 5 full and 2 half baths/unfinished basement. Related to LD-201900053","Patel Residence NSF",Posted,,33.873827,-84.410839,1,rooftop,658,"W Valley Ct NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/03/2021,BB-202107697,"Residential New","1533 ENGLISH ST NW, ATLANTA GA 30318","Construction if a new Single family home with attached garage.  LD-201600064","Northwest Town Intown Development LLC NSF","Routed for Review",,33.793758,-84.423432,1,rooftop,1533,"English St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/03/2021,BB-202107686,"Residential New","949 BRUCE CIR SE, ATLANTA GA 30316","Construction of a New Single Family Resident","949 Bruce Circle",Accepted,,33.715333,-84.357535,1,rooftop,949,"Bruce Cir SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
11/03/2021,BB-202107684,"Residential New","240 PATTERSON AVE SE, ATLANTA GA 30316","NEW SINGLE FAMILY RESIDENCE. CONSTRUCTION TO BE COMBINATION OF SHIPPING CONTAINERS AND TRADITIONAL STICK BUILD.","Patterson- Container Home",Accepted,,33.74689,-84.34285,1,rooftop,240,"Patterson Ave SE",,,Atlanta,GA,"Dekalb County",30316,US,"City of Atlanta"
11/02/2021,BB-202107656,"Residential New","3940 IVY RD NE, ATLANTA GA 30342","New residence is a master on main, 4 bedrooms up and partially finished basement.","3940 IVY ROAD NEW RESIDENCE",Posted,,33.862618,-84.371161,1,rooftop,3940,"Ivy Rd NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
11/02/2021,BB-202107652,"Residential New","1471 OLIVE ST SW, ATLANTA GA 30310","New Construction of a one-story, three bedroom home with a front porch, side stoop, and driveway","NEW CONSTRUCTION 471 Olive St SW",Posted,,33.71485,-84.431699,1,rooftop,1471,"Olive St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/01/2021,BB-202107644,"Residential New","1100 WEDGEWOOD DR NW, ATLANTA GA 30318","NEW TWO STORY SINGLE HOUSE, FRONT PORCH, REAR DECK",NSF,Posted,,33.78515,-84.476123,1,rooftop,1100,"Wedgewood Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/01/2021,BB-202107642,"Residential New","1089 COLEMAN ST SW, ATLANTA GA 30310","ERIC NEW SINGLE FAMILY DWELLING",NSF,Posted,,33.725178,-84.404228,1,rooftop,1089,"Coleman St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
11/01/2021,BB-202107637,"Residential New","1991 HOLLYWOOD RD NW, ATLANTA GA 30318","LD-201900034 NEW THREE STORY DUPLEX 3,584 SF WITH A BALCONY WITH TWO CAR GARAGE UNITS 42 & 43","HOLLYWOOD AND MAIN II","Routed for Review",,33.80995,-84.471588,1,rooftop,1991,"Hollywood Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/01/2021,BB-202107635,"Residential New","1991 HOLLYWOOD RD NW, ATLANTA GA 30318","LD-201900034 NEW THREE STORY DUPLEX 3,584 SF WITH A BALCONY WITH TWO CAR GARAGE UNIT 40 & 41","HOLYWOOD AND MAIN II","Ready to Issue",,33.80995,-84.471588,1,rooftop,1991,"Hollywood Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
11/01/2021,BB-202107631,"Residential New","630 BROADLAND RD NW, ATLANTA GA 30327","NEW SINGLE FAMILY WITH RETAINING WALL","MUKKAMALA NEW SINGLE FAMILY",Posted,,33.862777,-84.40866,1,rooftop,630,"Broadland Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/01/2021,BB-202107627,"Residential New","311 LINCOLN ST SW, ATLANTA GA 30315","CONSTRUCT A  3 BEDROOM 2.5 BATH, TWO STORY HOME ON A VACANT LOT","NSF-THE THOMAS RESIDENCE",Accepted,,33.713445,-84.399181,1,rooftop,311,"Lincoln St SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
11/01/2021,BB-202107624,"Residential New","3580 DUMBARTON RD NW, ATLANTA GA 30327","Renovate entire main floor, renovate existing carport for new heated mud and pantry areas. Add 182sf additionto kitchen, remove existing front porch, and add new covered front porch. new stairs, replace windows add newsecond story, 4 bedrooms, 4 bathrooms new laundry new unheated attic renovate existing basement we will be keeping main structure, see related demo permit for demolished portions.","Terry Residence NSF",Posted,,33.853259,-84.416335,1,rooftop,3580,"Dumbarton Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
11/01/2021,BB-202107615,"Residential New","2460 HOWELL MILL RD NW, ATLANTA GA 30318","New Single family detached house on a currently vacant lot","HB Renovations, LLC NSF",Posted,,33.822943,-84.416276,1,rooftop,2460,"Howell Mill Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/31/2021,BB-202107598,"Residential New","2197 WILSON AVE NW, ATLANTA GA 30314","SHIPPING CONTAINER HOUSE (SFR):  THIS IS A NEW SINGLE FAMILY SHIPPING CONTAINER HOME.  IT INCLUDES BUILDING THE STRUCTURE AND HAS MECHANICAL, ELECTRICAL, AND PLUMBING WORK.","SHIPPING CONTAINER HOUSE (SFR)","Routed for Review",,33.753567,-84.459694,1,rooftop,2197,"Wilson Ave NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
10/29/2021,BB-202107575,"Residential New","155 WELLINGTON ST SW, ATLANTA GA 30314","Construct new Single Family Residence","New Single Family",Issued,,33.750966,-84.438557,1,rooftop,155,"Wellington St SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
10/29/2021,BB-202107571,"Residential New","854 WESTMONT RD SW, ATLANTA GA 30311","Construct new single family home. All M.E.P.s","NSF-854 Westmont","Routed for Review",,33.731897,-84.437057,1,rooftop,854,"Westmont Rd SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
10/29/2021,BB-202107570,"Residential New","2353 NORTH CIRCLE DR NW, ATLANTA GA 30318","NEW TWO STORY SINGLE FAMILY HOUSE WITH UNFINISHED BASEMENT, FRONT COVERED PORCH, REAR DECK, REAR PATIO","NEW  HOUSE",Accepted,,33.78731,-84.465104,1,rooftop,2353,"N Circle Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/28/2021,BB-202107556,"Residential New","914 BUCKINGHAM CIR NW, ATLANTA GA 30327","NEW CONSTRUCTION OF A SINGLE FAMILY HOME ON UNFINISHED BASEMENT","AH&L SHOWHOUSE",Posted,,33.857928,-84.421049,1,rooftop,914,"Buckingham Cir NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
10/28/2021,BB-202107549,"Residential New","1118 ERICA WAY SE, ATLANTA 30354","NEW SINGLE FAMILY HOME - MODEL HOME - PARKING PAD ON LOT 4, (RELATED TO BB-202101908 Oakshire Resurrection Street Tree Plan)","THE VILLAGES AT OAKSHIRE","Routed for Review",,33.654362,-84.355256,1,rooftop,1118,"Erica Way SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
10/28/2021,BB-202107547,"Residential New","582 GLENWOOD PL SE, ATLANTA GA 30316","CONSTRUCT NSFR WITH PORCHES,ATTACHED GARAGE,DRIVEWAY AND WALKS","GLENWOOD NSF",Posted,,33.738436,-84.354543,1,rooftop,582,"Glenwood Pl SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
10/28/2021,BB-202107521,"Residential New","314 FORTUNE ST NE, ATLANTA GA 30312","Groundup construction of three story duplex unit A&B with rooftop access. The total Sq. Ft. of heated space for both sides is 4370 Ft; Each side will be 2185 SQ. FT. of heated space. Each side of the duplex will have three bedrooms and three bathrooms","Ashantey New Duplex",Terminated,,33.762769,-84.366982,1,rooftop,314,"Fortune St NE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
10/28/2021,BB-202107519,"Residential New","1991 HOLLYWOOD RD NW, ATLANTA GA 30318","LD-201900034       NEW THREE STORY DUPLEX 3,678 SF WITH A BALCONY WITH TWO CAR GARAGE","Powerbuild Constructions, LLC New Duplex","Routed for Review",,33.80995,-84.471588,1,rooftop,1991,"Hollywood Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/28/2021,BB-202107518,"Residential New","1991 HOLLYWOOD RD NW, ATLANTA GA 30318","LD-201900034  3,678SF   NEW THREE STORY DUPLEX 3,678 SF WITH A BALCONY WITH TWO CAR GARAGE UNITS 38 & 39","Powerbuild Constructions, LLC New Duplex","Routed for Review",,33.80995,-84.471588,1,rooftop,1991,"Hollywood Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
10/26/2021,BB-202107561,"Residential New","821 WELCH ST SW, ATLANTA GA 30310","CONSTRUCTION I=OF NEW SINGLE FAMILY","WELCH NEW SINGLE FAMILY",Open,,33.732651,-84.404941,1,rooftop,821,"Welch St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
10/26/2021,BB-202107534,"Residential New","672 WEST VALLEY CT NW, ATLANTA GA 30327","NEW 2 STORY SINGLE FAMILY HOUSE WITH 3 CAR GARAGE, FINISHED BASMENT FINISH ATTIC, COVERED PORCH & TERRACE. RETAINNING WALL. POOL WILL BE ON SEPERATE PERMIT. Related to LD-201900053","PATEL NEW SINGLE FAMILY",Posted,,33.87383,-84.411416,1,rooftop,672,"W Valley Ct NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
